ad_id,xyzCampId,fbCampId,interest,impr,Clicks,Spent,conv,appConv,totConv,appConVal,conVal,totConVal,CPM,costPerCon,ROAS,gender_F,gender_M,age_30-34,age_35-39,age_40-44,age_45-49
1121091,1178,144531,10,1194718,141,254.049996,28,14,42,1400,140,1540,0.212644319413,6.04880942857,6.06179895394,0,1,1,0,0,0
1121092,1178,144531,10,637648,67,122.4,13,5,18,500,65,565,0.191955436228,6.8,4.6160130719,0,1,1,0,0,0
1121094,1178,144531,10,24362,0,0.0,1,1,2,100,5,105,0.0,0.0,inf,0,1,1,0,0,0
1121095,1178,144531,10,459690,50,86.33000112,5,2,7,200,25,225,0.187800476669,12.3328573029,2.60627820087,0,1,1,0,0,0
1121096,1178,144531,10,750060,86,161.9099991,11,2,13,200,55,255,0.215862729782,12.4546153154,1.57494905452,0,1,1,0,0,0
1121097,1178,144532,15,30068,1,1.820000052,1,0,1,0,5,5,0.0605294682719,1.820000052,2.74725266876,0,1,1,0,0,0
1121098,1178,144532,15,1267550,123,236.7699986,24,10,34,1000,120,1120,0.186793419273,6.96382348824,4.73032903925,0,1,1,0,0,0
1121100,1178,144532,15,3052003,340,639.9499981,60,17,77,1700,300,2000,0.209681968891,8.31103893636,3.12524416898,0,1,1,0,0,0
1121101,1178,144532,15,29945,1,1.590000033,2,1,3,100,10,110,0.0530973462348,0.530000011,69.1823885012,0,1,1,0,0,0
1121102,1178,144532,15,357856,30,52.97000015,7,3,10,300,35,335,0.148020433219,5.297000015,6.32433451107,0,1,1,0,0,0
1121104,1178,144533,16,2080666,202,360.1500015,40,21,61,2100,200,2300,0.173093615938,5.90409838525,6.38622793397,0,1,1,0,0,0
1121105,1178,144533,16,145999,9,16.5200001,5,2,7,200,25,225,0.113151460626,2.36000001429,13.6198546391,0,1,1,0,0,0
1121107,1178,144533,16,32616,1,1.539999962,2,0,2,0,10,10,0.0472160890974,0.769999981,6.49350665374,0,1,1,0,0,0
1121108,1178,144533,16,984521,95,163.8999972,26,14,40,1400,130,1530,0.166476893027,4.09749993,9.33496050115,0,1,1,0,0,0
1121110,1178,144534,18,880814,123,210.3600006,6,2,8,200,30,230,0.238824542525,26.295000075,1.09336375425,0,1,1,0,0,0
1121111,1178,144534,18,182452,20,35.73000026,4,1,5,100,20,120,0.195832329928,7.146000052,3.35852222577,0,1,1,0,0,0
1121113,1178,144534,18,894911,120,215.8399994,7,4,11,400,35,435,0.241185994361,19.6218181273,2.01538176987,0,1,1,0,0,0
1121114,1178,144534,18,31349,2,3.800000072,1,0,1,0,5,5,0.121215990048,3.800000072,1.31578944875,0,1,1,0,0,0
1121115,1178,144535,19,410310,55,96.80000055,3,0,3,0,15,15,0.235919184397,32.26666685,0.154958676806,0,1,1,0,0,0
1121116,1178,144535,19,572450,89,157.329998,7,4,11,400,35,435,0.274836226745,14.3027270909,2.76488912178,0,1,1,0,0,0
1121117,1178,144535,19,98759,15,26.56999946,1,1,2,100,5,105,0.269038765682,13.28499973,3.95182544727,0,1,1,0,0,0
1121119,1178,144535,19,345371,54,93.08999991,7,3,10,300,35,335,0.269536237582,9.308999991,3.59866795922,0,1,1,0,0,0
1121121,1178,144536,20,323899,46,78.9200002,5,1,6,100,25,125,0.243656202088,13.1533333667,1.58388240856,0,1,1,0,0,0
1121122,1178,144536,20,399199,58,103.1500002,3,0,3,0,15,15,0.258392431344,34.3833334,0.145419292011,0,1,1,0,0,0
1121123,1178,144536,20,171202,22,36.53000021,3,1,4,100,15,115,0.213373676768,9.1325000525,3.14809743605,0,1,1,0,0,0
1121124,1178,144536,20,128386,15,28.85000002,2,1,3,100,10,110,0.224712975091,9.61666667333,3.81282495403,0,1,1,0,0,0
1121125,1178,144536,20,1034284,152,257.7099986,20,9,29,900,100,1000,0.249167538703,8.88655167586,3.88033062525,0,1,1,0,0,0
1121126,1178,144536,20,45923,5,7.220000148,2,0,2,0,10,10,0.157219697058,3.610000074,1.38504152286,0,1,1,0,0,0
1121127,1178,144537,21,40873,4,7.899999976,2,1,3,100,10,110,0.193281627872,2.63333332533,13.9240506752,0,1,1,0,0,0
1121128,1178,144537,21,286553,34,62.06000042,2,1,3,100,10,110,0.216574247766,20.6866668067,1.77247823486,0,1,1,0,0,0
1121129,1178,144537,21,20618,1,2.099999905,2,1,3,100,10,110,0.101852745417,0.699999968333,52.3809547506,0,1,1,0,0,0
1121131,1178,144537,21,83591,7,14.14000046,2,2,4,200,10,210,0.169156972162,3.535000115,14.8514846654,0,1,1,0,0,0
1121132,1178,144537,21,114923,12,23.73000026,4,2,6,200,20,220,0.206486084248,3.95500004333,9.2709649216,0,1,1,0,0,0
1121133,1178,144538,22,25002,1,1.710000038,1,0,1,0,5,5,0.0683945299576,1.710000038,2.92397654321,0,1,1,0,0,0
1121134,1178,144538,22,68905,5,9.440000057,1,0,1,0,5,5,0.137000218518,9.440000057,0.529661013751,0,1,1,0,0,0
1121136,1178,144538,22,169588,16,27.79999924,1,0,1,0,5,5,0.163926688445,27.79999924,0.179856120025,0,1,1,0,0,0
1121138,1178,144538,22,328991,35,67.65000057,5,2,7,200,25,225,0.205628727138,9.66428579571,3.32594232231,0,1,1,0,0,0
1121141,1178,144539,23,23198,2,2.980000019,1,0,1,0,5,5,0.128459350763,2.980000019,1.6778523383,0,1,1,0,0,0
1121142,1178,144539,23,26890,2,3.24000001,1,0,1,0,5,5,0.120490889178,3.24000001,1.54320987178,0,1,1,0,0,0
1121143,1178,144539,23,221695,31,52.26000011,5,2,7,200,25,225,0.235729268184,7.46571430143,4.30539608738,0,1,1,0,0,0
1121152,1178,144541,24,88443,7,13.0400002,1,1,2,100,5,105,0.147439596124,6.5200001,8.05214711576,0,1,1,0,0,0
1121153,1178,144541,24,187856,23,38.38999975,5,1,6,100,25,125,0.204358656364,6.39833329167,3.25605628586,0,1,1,0,0,0
1121164,1178,144545,25,570699,80,138.7699997,9,2,11,200,45,245,0.243157951389,12.6154545182,1.76551128147,0,1,1,0,0,0
1121167,1178,144545,25,1063508,145,260.3800013,23,7,30,700,115,815,0.244831257781,8.67933337667,3.1300406941,0,1,1,0,0,0
1121168,1178,144545,25,50523,6,8.549999952,1,0,1,0,5,5,0.169229854759,8.549999952,0.58479532492,0,1,1,0,0,0
1121172,1178,144547,26,87935,9,15.63000023,1,0,1,0,5,5,0.177744927844,15.63000023,0.31989762805,0,1,1,0,0,0
1121173,1178,144547,26,278225,33,60.19999957,3,0,3,0,15,15,0.216371640111,20.0666665233,0.249169436996,0,1,1,0,0,0
1121175,1178,144547,26,209461,20,34.19000006,1,0,1,0,5,5,0.163228477187,34.19000006,0.146241590852,0,1,1,0,0,0
1121177,1178,144547,26,26316,2,3.24000001,3,0,3,0,15,15,0.123119015428,1.08000000333,4.62962961534,0,1,1,0,0,0
1121181,1178,144549,27,41030,3,5.140000105,2,1,3,100,10,110,0.125274192176,1.71333336833,21.4007777729,0,1,1,0,0,0
1121182,1178,144549,27,876671,120,216.5599982,22,4,26,400,110,510,0.247025392878,8.3292307,2.35500556076,0,1,1,0,0,0
1121183,1178,144549,27,399392,53,93.07000041,5,0,5,0,25,25,0.233029205417,18.614000082,0.268615019769,0,1,1,0,0,0
1121184,1178,144549,27,283858,30,56.05999923,1,0,1,0,5,5,0.197493110041,56.05999923,0.0891901546321,0,1,1,0,0,0
1121185,1178,144549,27,260699,31,54.09999871,5,2,7,200,25,225,0.207519011235,7.72857124429,4.15896497902,0,1,1,0,0,0
1121193,1178,144552,28,57781,5,7.800000072,2,1,3,100,10,110,0.13499247282,2.600000024,14.1025639724,0,1,1,0,0,0
1121195,1178,144552,28,38757,3,5.220000029,1,0,1,0,5,5,0.134685347911,5.220000029,0.957854400809,0,1,1,0,0,0
1121196,1178,144552,28,1392288,206,358.5500029,31,7,38,700,155,855,0.257525743883,9.43552639211,2.38460463836,0,1,1,0,0,0
1121197,1178,144552,28,1109387,159,280.9899995,13,2,15,200,65,265,0.253284020364,18.7326666333,0.943094061965,0,1,1,0,0,0
1121202,1178,144554,29,581281,65,115.1200008,10,5,15,500,50,550,0.198045352936,7.67466672,4.77762331635,0,1,1,0,0,0
1121203,1178,144554,29,1048861,128,219.770002,22,8,30,800,110,910,0.209532056202,7.32566673333,4.14069250452,0,1,1,0,0,0
1121205,1178,144554,29,297452,30,52.01999986,4,1,5,100,20,120,0.174885359184,10.403999972,2.30680508118,0,1,1,0,0,0
1121206,1178,144554,29,227925,22,35.30999994,22,12,34,1200,110,1310,0.154919381112,1.03852941,37.0999717425,0,1,1,0,0,0
1121207,1178,144554,29,374175,38,63.32000101,8,3,11,300,40,340,0.169225632418,5.75636372818,5.36955139887,0,1,1,0,0,0
1121211,1178,144556,30,223586,32,54.24000037,1,0,1,0,5,5,0.242591219352,54.24000037,0.0921828902266,0,1,1,0,0,0
1121213,1178,144556,30,283170,39,65.22999996,2,1,3,100,10,110,0.230356322916,21.74333332,1.68634064184,0,1,1,0,0,0
1121215,1178,144556,30,41636,3,4.210000038,1,0,1,0,5,5,0.101114421126,4.210000038,1.18764844534,0,1,1,0,0,0
1121216,1178,144556,30,198658,30,48.60999978,8,1,9,100,40,140,0.244691881424,5.40111108667,2.88006584311,0,1,1,0,0,0
1121220,1178,144558,31,100596,10,13.91999972,4,2,6,200,20,220,0.138375280528,2.31999995333,15.8045980191,0,1,1,0,0,0
1121223,1178,144558,31,64020,5,11.0599997,1,0,1,0,5,5,0.172758508279,11.0599997,0.452079578266,0,1,1,0,0,0
1121224,1178,144558,31,14289,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,0,1,1,0,0,0
1121229,1178,144561,32,404866,43,87.42000079,4,0,4,0,20,20,0.21592329509,21.8550001975,0.228780597338,0,1,1,0,0,0
1121231,1178,144561,32,22256,1,1.659999967,1,1,2,100,5,105,0.0745866268422,0.8299999835,63.2530133056,0,1,1,0,0,0
1121233,1178,144561,32,57690,4,6.74000001,1,0,1,0,5,5,0.116831340094,6.74000001,0.741839761511,0,1,1,0,0,0
1121241,1178,144562,36,24952,5,8.220000267,3,2,5,200,15,215,0.329432521121,1.6440000534,26.155716912,0,1,1,0,0,0
1121242,1178,144562,36,38900,3,5.580000043,1,0,1,0,5,5,0.143444731183,5.580000043,0.896057340765,0,1,1,0,0,0
1121243,1178,144562,36,53520,6,9.2299999,1,1,2,100,5,105,0.172458892003,4.61499995,11.3759481189,0,1,1,0,0,0
1121244,1178,144562,36,181683,20,34.22999972,2,1,3,100,10,110,0.188405077635,11.4099999067,3.21355538708,0,1,1,0,0,0
1121245,1178,144562,36,29185,2,3.149999976,1,0,1,0,5,5,0.107932156108,3.149999976,1.5873015994,0,1,1,0,0,0
1121246,1178,144562,36,105047,13,20.2099994,3,1,4,100,15,115,0.192390067303,5.05249985,5.69025251926,0,1,1,0,0,0
1121250,1178,144565,63,287976,31,59.43999982,3,2,5,200,15,215,0.206406088771,11.887999964,3.61709287771,0,1,1,0,0,0
1121251,1178,144565,63,212175,22,38.58999968,2,1,3,100,10,110,0.1818781651,12.8633332267,2.85047942245,0,1,1,0,0,0
1121252,1178,144565,63,11139,0,0.0,1,1,2,100,5,105,0.0,0.0,inf,0,1,1,0,0,0
1121254,1178,144565,63,124005,11,21.84999979,4,1,5,100,20,120,0.176202570783,4.369999958,5.49199089947,0,1,1,0,0,0
1121255,1178,144565,63,20423,1,1.960000038,1,0,1,0,5,5,0.0959702315037,1.960000038,2.5510203587,0,1,1,0,0,0
1121261,1178,144567,64,103001,14,22.32000005,1,0,1,0,5,5,0.216696925758,22.32000005,0.224014336416,0,1,1,0,0,0
1121262,1178,144567,64,447420,66,110.2399991,7,2,9,200,35,235,0.246390414152,12.2488887889,2.1317126444,0,1,1,0,0,0
1121263,1178,144567,64,156101,19,29.75000048,2,2,4,200,10,210,0.190581741821,7.43750012,7.05882341552,0,1,1,0,0,0
1121264,1178,144567,64,93015,12,18.47000015,1,0,1,0,5,5,0.198570124711,18.47000015,0.270709256058,0,1,1,0,0,0
1121265,1178,144568,65,145398,23,36.24000025,1,0,1,0,5,5,0.24924689645,36.24000025,0.137969093971,0,1,1,0,0,0
1121269,1178,144568,65,296413,50,76.43999958,3,1,4,100,15,115,0.257883424749,19.109999895,1.50444794129,0,1,1,0,0,0
1121273,1178,144569,2,9370,0,0.0,1,1,2,100,5,105,0.0,0.0,inf,0,1,1,0,0,0
1121274,1178,144569,2,63785,7,11.80000019,6,2,8,200,30,230,0.184996475504,1.47500002375,19.4915251099,0,1,1,0,0,0
1121275,1178,144569,2,118522,14,26.81999981,2,1,3,100,10,110,0.226287101213,8.93999993667,4.10141688215,0,1,1,0,0,0
1121276,1178,144569,2,240123,38,65.67000115,5,4,9,400,25,425,0.273484843809,7.29666679444,6.47175258958,0,1,1,0,0,0
1121277,1178,144570,7,169108,20,32.24000025,2,1,3,100,10,110,0.190647398408,10.74666675,3.41191064352,0,1,1,0,0,0
1121278,1178,144570,7,1044442,142,245.5999999,22,8,30,800,110,910,0.235149486424,8.18666666333,3.70521172789,0,1,1,0,0,0
1121279,1178,144570,7,93891,11,17.6400001,5,3,8,300,25,325,0.187877433407,2.2050000125,18.4240361767,0,1,1,0,0,0
1121282,1178,144570,7,185823,25,38.54999936,4,1,5,100,20,120,0.207455478385,7.709999872,3.1128405186,0,1,1,0,0,0
1121284,1178,144571,66,175631,23,40.75999951,1,0,1,0,5,5,0.232077477837,40.75999951,0.122669285086,0,1,1,0,0,0
1121285,1178,144571,66,37187,4,6.370000005,1,0,1,0,5,5,0.171296420927,6.370000005,0.784929355742,0,1,1,0,0,0
1121286,1178,144571,66,10991,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,0,1,1,0,0,0
1121287,1178,144571,66,344618,51,89.76000047,3,1,4,100,15,115,0.260462310355,22.4400001175,1.28119428919,0,1,1,0,0,0
1121289,1178,144572,10,98066,9,16.1500001,1,0,1,0,5,5,0.164685009076,16.1500001,0.309597521303,0,1,0,1,0,0
1121290,1178,144572,10,770749,100,189.1299984,13,3,16,300,65,365,0.245384682173,11.8206249,1.92988951033,0,1,0,1,0,0
1121291,1178,144572,10,52553,5,8.529999852,1,0,1,0,5,5,0.162312329496,8.529999852,0.586166481448,0,1,0,1,0,0
1121292,1178,144572,10,362296,39,67.77000129,7,3,10,300,35,335,0.187056995633,6.777000129,4.94319010806,0,1,0,1,0,0
1121293,1178,144572,10,427729,50,96.8999989,4,1,5,100,20,120,0.226545309998,19.37999978,1.23839010694,0,1,0,1,0,0
1121296,1178,144573,15,180351,21,37.13000011,1,1,2,100,5,105,0.205876319566,18.565000055,2.82790195769,0,1,0,1,0,0
1121297,1178,144573,15,187329,29,53.15999961,2,1,3,100,10,110,0.283778804189,17.71999987,2.06922499637,0,1,0,1,0,0
1121300,1178,144573,15,782894,118,192.9299995,5,2,7,200,25,225,0.246431827936,27.5614285,1.16622609539,0,1,0,1,0,0
1121302,1178,144574,16,1206533,128,236.1199988,17,6,23,600,85,685,0.195701235524,10.2660869043,2.90106726868,0,1,0,1,0,0
1121303,1178,144574,16,84494,7,12.57000017,2,0,2,0,10,10,0.148767961867,6.285000085,0.79554493753,0,1,0,1,0,0
1121304,1178,144574,16,94257,7,12.5800004,1,1,2,100,5,105,0.133464892793,6.2900002,8.3465816106,0,1,0,1,0,0
1121309,1178,144575,18,131060,16,28.04999959,2,1,3,100,10,110,0.214024107966,9.34999986333,3.92156868477,0,1,0,1,0,0
1121310,1178,144575,18,341603,50,83.48000121,4,2,6,200,20,220,0.244377248473,13.913333535,2.6353617251,0,1,0,1,0,0
1121311,1178,144575,18,140749,19,30.4799999,1,1,2,100,5,105,0.216555711941,15.23999995,3.44488190107,0,1,0,1,0,0
1121312,1178,144575,18,102525,13,20.29999983,2,1,3,100,10,110,0.198000486028,6.76666661,5.4187192572,0,1,0,1,0,0
1121316,1178,144576,19,447952,68,131.5799983,8,1,9,100,40,140,0.293736825151,14.6199998111,1.06399150181,0,1,0,1,0,0
1121317,1178,144576,19,76355,9,14.62999988,2,0,2,0,10,10,0.191605001375,7.31499994,0.683527004923,0,1,0,1,0,0
1121319,1178,144577,20,256598,38,64.46999931,6,1,7,100,30,130,0.251249032767,9.20999990143,2.01644177744,0,1,0,1,0,0
1121321,1178,144577,20,127476,21,30.15000057,3,2,5,200,15,215,0.236515113198,6.030000114,7.13101147381,0,1,0,1,0,0
1121322,1178,144577,20,237603,37,62.25000024,5,2,7,200,25,225,0.26199164253,8.89285717714,3.61445781739,0,1,0,1,0,0
1121327,1178,144578,21,271091,42,78.03999984,3,1,4,100,15,115,0.287873813,19.50999996,1.47360328339,0,1,0,1,0,0
1121330,1178,144578,21,21743,2,3.400000095,1,0,1,0,5,5,0.156372170124,3.400000095,1.4705881942,0,1,0,1,0,0
1121333,1178,144579,22,88970,10,14.8300004,2,0,2,0,10,10,0.166685404069,7.4150002,0.674308815258,0,1,0,1,0,0
1121334,1178,144579,22,108362,13,22.42999983,1,1,2,100,5,105,0.206991379174,11.214999915,4.68123053035,0,1,0,1,0,0
1121335,1178,144579,22,188596,27,44.14000034,3,0,3,0,15,15,0.234045262572,14.7133334467,0.339827817953,0,1,0,1,0,0
1121336,1178,144579,22,275080,43,69.65999997,4,3,7,300,20,320,0.253235422314,9.95142856714,4.59374102983,0,1,0,1,0,0
1121337,1178,144580,23,64647,10,16.26999998,1,0,1,0,5,5,0.251674478011,16.26999998,0.307314075362,0,1,0,1,0,0
1121338,1178,144580,23,31265,4,5.789999902,1,0,1,0,5,5,0.185191105134,5.789999902,0.863557872993,0,1,0,1,0,0
1121340,1178,144580,23,140147,24,42.08000016,2,0,2,0,10,10,0.300256160746,21.04000008,0.237642584648,0,1,0,1,0,0
1121341,1178,144580,23,223120,40,67.66999984,1,0,1,0,5,5,0.303289708856,67.66999984,0.0738879859882,0,1,0,1,0,0
1121342,1178,144580,23,104869,18,34.07000089,1,0,1,0,5,5,0.324881527334,34.07000089,0.146756673595,0,1,0,1,0,0
1121344,1178,144581,24,165177,23,41.71999967,4,1,5,100,20,120,0.252577536037,8.343999934,2.87631833531,0,1,0,1,0,0
1121345,1178,144581,24,84194,11,19.56999981,1,0,1,0,5,5,0.232439363969,19.56999981,0.255493104167,0,1,0,1,0,0
1121347,1178,144581,24,220581,31,57.37,1,1,2,100,5,105,0.26008586415,28.685,1.8302248562,0,1,0,1,0,0
1121350,1178,144582,25,75804,10,17.36999965,2,1,3,100,10,110,0.229143576197,5.78999988333,6.3327577557,0,1,0,1,0,0
1121352,1178,144582,25,368986,59,100.289999,0,0,0,0,0,0,0.271798927331,inf,0.0,0,1,0,1,0,0
1121353,1178,144582,25,28194,3,3.709999919,2,0,2,0,10,10,0.131588278322,1.8549999595,2.69541784861,0,1,0,1,0,0
1121355,1178,144583,26,99961,14,23.2099998,1,0,1,0,5,5,0.232190552315,23.2099998,0.215424387897,0,1,0,1,0,0
1121359,1178,144583,26,7573,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,0,1,0,1,0,0
1121361,1178,144584,27,685781,103,177.8899992,10,1,11,100,50,150,0.259397678268,16.1718181091,0.843217722607,0,1,0,1,0,0
1121364,1178,144584,27,274222,43,66.7700001,2,1,3,100,10,110,0.243488852463,22.2566667,1.64744645552,0,1,0,1,0,0
1121365,1178,144584,27,110503,25,32.67999995,4,0,4,0,20,20,0.295738576781,8.1699999875,0.611995104976,0,1,0,1,0,0
1121367,1178,144585,28,1447755,233,420.5799983,11,8,19,800,55,855,0.290504953048,22.1357893842,2.03290694626,0,1,0,1,0,0
1121368,1178,144585,28,358987,52,87.55000067,1,0,1,0,5,5,0.243880699496,87.55000067,0.0571102222928,0,1,0,1,0,0
1121369,1178,144585,28,826205,125,232.3700008,5,1,6,100,25,125,0.281249811851,38.7283334667,0.537935187716,0,1,0,1,0,0
1121370,1178,144585,28,550954,84,150.1400012,3,0,3,0,15,15,0.272509140872,50.0466670667,0.099906752898,0,1,0,1,0,0
1121372,1178,144585,28,378350,55,96.48000073,4,0,4,0,20,20,0.255001984221,24.1200001825,0.207296847519,0,1,0,1,0,0
1121373,1178,144586,29,492784,56,95.5100013,7,4,11,400,35,435,0.193817172027,8.68272739091,4.55449684933,0,1,0,1,0,0
1121374,1178,144586,29,327158,43,72.3100003,6,2,8,200,30,230,0.221024704577,9.0387500375,3.18074953735,0,1,0,1,0,0
1121375,1178,144586,29,9921,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,0,1,0,1,0,0
1121377,1178,144586,29,59390,5,9.209999919,5,3,8,300,25,325,0.15507661086,1.15124998987,35.2877310378,0,1,0,1,0,0
1121378,1178,144586,29,1040330,147,254.2500038,13,2,15,200,65,265,0.244393609528,16.9500002533,1.04228120369,0,1,0,1,0,0
1121379,1178,144587,30,49422,6,11.17000031,1,0,1,0,5,5,0.226012713164,11.17000031,0.447627561436,0,1,0,1,0,0
1121380,1178,144587,30,131091,18,34.23000026,3,1,4,100,15,115,0.261116325758,8.557500065,3.35962603349,0,1,0,1,0,0
